append_feats,accs,32772480813553015,32772480813553082,32772480813553019
ppg_g__ratio_value_number_to_time_series_length,0.997872340425532,1.0,0.993103448275862,1.0
"ppg_g__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",0.9957446808510638,1.0,0.9862068965517241,1.0
