append_feats,ppg-ir__number_peaks__n_3,ppg-ir__number_peaks__n_10,ppg-ir__autocorrelation__lag_2,"ppg-ir__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","ppg-ir__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""","ppg-ir__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",ppg-ir__binned_entropy__max_bins_10,"ppg-ir__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",accs
"ppg-ir__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",0.006481913999704379,0.001273935091643054,0.0010095508091500654,0.032745798825710284,0.41867443883948685,0.4373450775065586,-0.037007511726386985,0.9859827621445623,0.9532024062278839
